runs,wickets,overs,target,run_rate,remaining_runs,remaining_overs,required_run_rate,win_probability
23,8,28.465056006961525,337,0.81,314,21.53,14.58,0.001
18,2,7.863840917898905,126,2.29,108,42.14,2.56,0.29
11,9,42.41180814735694,233,0.26,222,7.59,29.25,0.001
40,7,31.954032867974476,281,1.25,241,18.05,13.35,0.002
3,8,10.171984867680507,142,0.29,139,39.83,3.49,0.013
7,7,9.22357781705103,150,0.76,143,40.78,3.51,0.023
0,10,45.93320687464666,210,0.0,210,4.07,51.6,0.0
147,4,35.11401183221353,334,4.19,187,14.89,12.56,0.011
61,7,42.317905969254,249,1.44,188,7.68,24.48,0.002
131,6,44.55405051270203,346,2.94,215,5.45,39.45,0.003
95,5,30.729755842174498,324,3.09,229,19.27,11.88,0.007
114,3,28.285085828976857,254,4.03,140,21.71,6.45,0.095
14,8,24.36923346444456,237,0.57,223,25.63,8.7,0.002
34,4,19.26259645060037,160,1.77,126,30.74,4.1,0.074
64,5,24.55681823864203,275,2.61,211,25.44,8.29,0.009
10,9,39.82458450785704,293,0.25,283,10.18,27.8,0.001
76,5,32.08655439568092,248,2.37,172,17.91,9.6,0.008
41,8,45.16354804796807,309,0.91,268,4.84,55.37,0.001
91,4,24.952100647063446,290,3.65,199,25.05,7.94,0.019
21,8,32.31903104234393,266,0.65,245,17.68,13.86,0.001
37,7,33.40883988913949,251,1.11,214,16.59,12.9,0.002
59,6,31.62637230378465,272,1.87,213,18.37,11.59,0.005
8,9,36.61851978884823,247,0.22,239,13.38,17.86,0.001
8,7,15.684506076866283,129,0.51,121,34.32,3.53,0.019
19,8,28.05636998956058,283,0.68,264,21.94,12.03,0.002
24,4,9.690116126375646,185,2.48,161,40.31,3.99,0.111
123,3,22.303009744016563,350,5.51,227,27.7,8.19,0.082
50,6,26.9450180879569,274,1.86,224,23.05,9.72,0.005
9,9,34.35009167954626,320,0.26,311,15.65,19.87,0.001
0,10,47.77389736637916,289,0.0,289,2.23,129.6,0.0
83,5,32.029297994676014,270,2.59,187,17.97,10.41,0.008
101,5,38.46172622794519,275,2.63,174,11.54,15.08,0.007
97,4,27.781972677284124,277,3.49,180,22.22,8.1,0.017
0,10,33.53468141193491,291,0.0,291,16.47,17.67,0.0
26,2,8.191949726019804,172,3.17,146,41.81,3.49,0.286
20,4,16.447621137883115,121,1.22,101,33.55,3.01,0.096
44,6,21.28338919423124,306,2.07,262,28.72,9.12,0.006
131,3,26.262200975293112,315,4.99,184,23.74,7.75,0.08
23,1,7.054193547607268,162,3.26,139,42.95,3.24,0.597
26,1,11.301084389899295,137,2.3,111,38.7,2.87,0.325
50,3,17.45664385060876,208,2.86,158,32.54,4.86,0.113
0,10,48.71897109054728,308,0.0,308,1.28,240.62,0.0
27,4,19.910615319637284,128,1.36,101,30.09,3.36,0.086
103,3,26.691847615043713,245,3.86,142,23.31,6.09,0.103
41,2,13.824397073227683,192,2.97,151,36.18,4.17,0.207
108,4,32.485103198409575,264,3.32,156,17.51,8.91,0.014
21,5,17.630744698218844,144,1.19,123,32.37,3.8,0.049
10,7,14.314666029729205,171,0.7,161,35.69,4.51,0.013
39,6,28.245768280069058,204,1.38,165,21.75,7.59,0.007
10,4,5.247760962218937,143,1.91,133,44.75,2.97,0.136
16,2,5.34488146921514,161,2.99,145,44.66,3.25,0.29
19,5,14.8580964095836,155,1.28,136,35.14,3.87,0.05
20,2,6.652461312536952,170,3.01,150,43.35,3.46,0.273
35,1,9.861158935881111,175,3.55,140,40.14,3.49,0.607
78,3,20.248729220243824,259,3.85,181,29.75,6.08,0.102
65,7,41.116355581091575,264,1.58,199,8.88,22.41,0.002
7,9,30.742188951618537,266,0.23,259,19.26,13.45,0.001
52,6,28.07004766803874,273,1.85,221,21.93,10.08,0.005
29,4,18.206997044365473,151,1.59,122,31.79,3.84,0.077
0,10,46.92891737447674,306,0.0,306,3.07,99.67,0.0
91,4,22.865676855673627,318,3.98,227,27.13,8.37,0.018
29,2,8.919174505809718,180,3.25,151,41.08,3.68,0.275
33,7,32.767993225301055,224,1.01,191,17.23,11.09,0.003
22,2,10.122727706447064,150,2.17,128,39.88,3.21,0.221
20,7,20.535041426076145,218,0.97,198,29.46,6.72,0.004
103,4,27.8335372423014,294,3.7,191,22.17,8.62,0.014
0,10,44.34001361083291,281,0.0,281,5.66,49.65,0.0
50,6,27.20959611530534,271,1.84,221,22.79,9.7,0.005
8,9,36.60164447142489,265,0.22,257,13.4,19.18,0.001
48,8,49.67675775495817,360,0.97,312,0.32,975.0,0.0
14,4,10.917010395409173,130,1.28,116,39.08,2.97,0.102
31,4,17.36291864837838,167,1.79,136,32.64,4.17,0.072
80,4,22.755923401894087,280,3.52,200,27.24,7.34,0.035
83,4,23.98226803424741,277,3.46,194,26.02,7.46,0.032
73,5,23.49594838694956,327,3.11,254,26.5,9.58,0.008
45,8,45.84249511504497,338,0.98,293,4.16,70.43,0.0
24,8,37.13146900100854,270,0.65,246,12.87,19.11,0.001
45,7,32.35573463408167,311,1.39,266,17.64,15.08,0.002
26,5,18.921772303825193,158,1.37,132,31.08,4.25,0.043
38,8,42.07056728995826,280,0.9,242,7.93,30.52,0.001
14,9,47.977723016824505,288,0.29,274,2.02,135.64,0.0
0,10,41.953922714760196,252,0.0,252,8.05,31.3,0.0
12,3,5.0704297336162805,151,2.37,139,44.93,3.09,0.198
180,1,33.63806165825332,256,5.35,76,16.36,4.65,0.744
10,5,7.301092164894532,133,1.37,123,42.7,2.88,0.086
18,6,16.592324915017485,169,1.08,151,33.41,4.52,0.024
15,3,7.678611515649726,126,1.95,111,42.32,2.62,0.201
77,5,32.170795382722446,251,2.39,174,17.83,9.76,0.008
13,8,35.89654610716731,152,0.36,139,14.1,9.86,0.003
17,2,10.15194371296573,120,1.67,103,39.85,2.58,0.232
110,2,22.27274973702408,281,4.94,171,27.73,6.17,0.205
67,5,25.53064290299939,274,2.62,207,24.47,8.46,0.009
123,3,21.607385979241247,359,5.69,236,28.39,8.31,0.084
15,3,10.446125021833687,120,1.44,105,39.55,2.65,0.162
32,7,23.852650558436395,301,1.34,269,26.15,10.29,0.003
20,8,38.803012151378816,214,0.52,194,11.2,17.32,0.002
8,6,8.195344903996496,137,0.98,129,41.8,3.09,0.049
24,1,8.608100633685655,140,2.79,116,41.39,2.8,0.384
65,4,20.96470813261929,248,3.1,183,29.04,6.3,0.048
12,9,47.37765702285163,248,0.25,236,2.62,90.08,0.001
6,9,35.08576910253113,207,0.17,201,14.91,13.48,0.001
55,6,35.540148050265415,228,1.55,173,14.46,11.96,0.005
84,4,21.286399587703922,314,3.95,230,28.71,8.01,0.022
39,7,31.71473560438423,274,1.23,235,18.29,12.85,0.002
15,2,5.455903281248452,150,2.75,135,44.54,3.03,0.288
90,5,33.624322088429395,279,2.68,189,16.38,11.54,0.007
15,9,46.09791264093065,326,0.33,311,3.9,79.74,0.0
40,7,32.56580607551686,280,1.23,240,17.43,13.77,0.002
14,9,44.316436705985524,301,0.32,287,5.68,50.53,0.0
88,5,37.57878749597422,246,2.34,158,12.42,12.72,0.008
18,2,10.425128738166062,122,1.73,104,39.57,2.63,0.233
39,8,45.61039882786288,294,0.86,255,4.39,58.09,0.001
23,1,7.98997299600987,144,2.88,121,42.01,2.88,0.385
24,8,29.02853626464937,337,0.83,313,20.97,14.93,0.001
21,3,11.396170570705594,149,1.84,128,38.6,3.32,0.145
6,6,5.526797482890683,150,1.09,144,44.47,3.24,0.05
101,4,23.991541705743757,336,4.21,235,26.01,9.03,0.015
32,4,18.27683184443703,161,1.75,129,31.72,4.07,0.074
35,6,26.870022220892135,188,1.3,153,23.13,6.61,0.007
149,0,30.973994903054788,237,4.81,88,19.03,4.62,0.754
24,0,6.968258253902631,158,3.44,134,43.03,3.11,0.74
15,4,10.535148280568553,141,1.42,126,39.46,3.19,0.099
33,7,30.13890784026914,244,1.09,211,19.86,10.62,0.003
35,6,20.442530892769618,252,1.71,217,29.56,7.34,0.007
25,8,37.81280693972516,269,0.66,244,12.19,20.02,0.001
63,6,34.35312418663729,268,1.83,205,15.65,13.1,0.004
36,8,43.052196334545805,268,0.84,232,6.95,33.38,0.001
10,9,36.16217720011514,313,0.28,303,13.84,21.89,0.001
82,4,24.346898482556664,269,3.37,187,25.65,7.29,0.034
41,7,35.28349800774946,264,1.16,223,14.72,15.15,0.002
36,3,17.392152841493832,161,2.07,125,32.61,3.83,0.126
37,3,18.784107445019572,152,1.97,115,31.22,3.68,0.129
34,8,40.5043321964357,253,0.84,219,9.5,23.05,0.001
26,7,25.0888782380712,236,1.04,210,24.91,8.43,0.003
153,5,40.927115323325864,288,3.74,135,9.07,14.88,0.009
0,10,42.00900681507253,249,0.0,249,7.99,31.16,0.0
12,9,43.59030519475777,258,0.28,246,6.41,38.38,0.001
39,8,46.24858561285433,290,0.84,251,3.75,66.93,0.001
62,5,24.39433492309833,266,2.54,204,25.61,7.97,0.01
7,8,19.349006824451248,152,0.36,145,30.65,4.73,0.005
59,6,31.198943596735123,277,1.89,218,18.8,11.6,0.005
29,7,21.702759054693242,304,1.34,275,28.3,9.72,0.003
81,4,32.04833750601048,202,2.53,121,17.95,6.74,0.022
62,6,36.75136381897211,245,1.69,183,13.25,13.81,0.005
58,6,35.97822583214616,236,1.61,178,14.02,12.7,0.005
66,4,21.85487991590546,241,3.02,175,28.15,6.22,0.048
6,7,12.508709076443877,122,0.48,116,37.49,3.09,0.023
75,5,24.37382023079934,321,3.08,246,25.63,9.6,0.008
28,1,11.416736483685893,146,2.45,118,38.58,3.06,0.32
13,9,45.054366583271374,270,0.29,257,4.95,51.92,0.001
36,6,20.564485733203583,254,1.75,218,29.44,7.4,0.007
17,3,11.95068862504957,120,1.42,103,38.05,2.71,0.156
18,3,6.14514919575879,181,2.93,163,43.85,3.72,0.192
43,7,34.06200738289179,285,1.26,242,15.94,15.18,0.002
102,5,33.66060428546345,317,3.03,215,16.34,13.16,0.006
75,4,20.327187496158125,293,3.69,218,29.67,7.35,0.038
16,3,8.227034998144296,130,1.94,114,41.77,2.73,0.192
92,2,23.43330027028544,233,3.93,141,26.57,5.31,0.193
26,4,19.004787277852714,130,1.37,104,31.0,3.35,0.087
100,5,35.470428788075424,295,2.82,195,14.53,13.42,0.007
26,8,32.26006622537106,328,0.81,302,17.74,17.02,0.001
13,8,21.4067177688893,247,0.61,234,28.59,8.18,0.002
19,5,14.805164941474555,157,1.28,138,35.19,3.92,0.049
35,8,49.461618477001636,260,0.71,225,0.54,416.67,0.001
129,3,25.430072953825167,320,5.07,191,24.57,7.77,0.082
34,7,35.97234061011066,216,0.95,182,14.03,12.97,0.003
29,0,11.324883541026235,139,2.56,110,38.68,2.84,0.428
34,7,26.851536484672902,286,1.27,252,23.15,10.89,0.003
21,1,6.239152394125947,166,3.37,145,43.76,3.31,0.602
133,3,27.745480305970247,303,4.79,170,22.25,7.64,0.077
57,7,48.38078332029661,230,1.18,173,1.62,106.79,0.002
103,2,22.28930208436101,267,4.62,164,27.71,5.92,0.199
8,5,6.754820565871022,120,1.18,112,43.25,2.59,0.09
17,3,6.393010591370459,172,2.66,155,43.61,3.55,0.185
52,6,22.45940419760913,339,2.32,287,27.54,10.42,0.005
20,4,12.201122140843733,155,1.64,135,37.8,3.57,0.091
10,5,6.050844334768366,161,1.65,151,43.95,3.44,0.077
71,6,39.029612627757956,265,1.82,194,10.97,17.68,0.004
104,2,25.63353539968508,234,4.06,130,24.37,5.33,0.203
29,4,18.016014738769453,153,1.61,124,31.98,3.88,0.076
114,6,45.50374323574163,301,2.51,187,4.5,41.56,0.003
16,4,10.226253209023653,152,1.56,136,39.77,3.42,0.095
0,10,48.01634730298937,324,0.0,324,1.98,163.64,0.0
26,5,19.12850228198088,160,1.36,134,30.87,4.34,0.04
57,7,44.97816525389066,232,1.27,175,5.02,34.86,0.002
33,7,32.132429441575766,229,1.03,196,17.87,10.97,0.003
0,10,42.20183118836694,227,0.0,227,7.8,29.1,0.0
33,8,49.28059234447089,244,0.67,211,0.72,293.06,0.001
11,7,17.978244701843558,146,0.61,135,32.02,4.22,0.014
160,5,48.251096843341685,302,3.32,142,1.75,81.14,0.006
73,4,22.526685270608915,258,3.24,185,27.47,6.73,0.042
78,4,22.348035713161504,279,3.49,201,27.65,7.27,0.036
86,4,20.317419691452756,336,4.23,250,29.68,8.42,0.021
71,6,29.363342330641334,356,2.42,285,20.64,13.81,0.004
15,4,11.936526943031918,127,1.26,112,38.06,2.94,0.102
23,7,29.917016841110502,173,0.77,150,20.08,7.47,0.004
58,6,29.37671655845018,291,1.97,233,20.62,11.3,0.005
85,6,39.28558156721915,317,2.16,232,10.71,21.66,0.003
0,10,42.51424828719135,288,0.0,288,7.49,38.45,0.0
73,5,24.819860764059083,309,2.94,236,25.18,9.37,0.008
21,5,18.60499622081722,136,1.13,115,31.4,3.66,0.051
30,4,16.67007037926925,167,1.8,137,33.33,4.11,0.075
26,4,13.758072651719237,177,1.89,151,36.24,4.17,0.077
16,4,7.59414119895612,165,2.11,149,42.41,3.51,0.117
104,3,20.4101590475621,322,5.1,218,29.59,7.37,0.1
22,5,17.161146145885247,152,1.28,130,32.84,3.96,0.047
14,9,48.48878236398833,298,0.29,284,1.51,188.08,0.0
84,5,30.096897181251975,292,2.79,208,19.9,10.45,0.008
112,3,20.62746675637284,343,5.43,231,29.37,7.87,0.092
59,6,31.12104204471632,278,1.9,219,18.88,11.6,0.005
20,5,11.263851560556297,201,1.78,181,38.74,4.67,0.045
96,4,24.981968714099132,305,3.84,209,25.02,8.35,0.017
29,8,33.18054446394787,365,0.87,336,16.82,19.98,0.001
57,6,27.000402430660312,308,2.11,251,23.0,10.91,0.005
72,4,23.080046029444592,248,3.12,176,26.92,6.54,0.043
0,10,49.723177500486415,236,0.0,236,0.28,842.86,0.0
59,7,44.614164296701716,241,1.32,182,5.39,33.77,0.002
81,6,33.05326811717481,360,2.45,279,16.95,16.46,0.003
78,5,30.621981253202726,266,2.55,188,19.38,9.7,0.008
57,6,32.92972159210628,253,1.73,196,17.07,11.48,0.005
34,2,14.059044852009496,162,2.42,128,35.94,3.56,0.212
58,5,22.781198446894336,267,2.55,209,27.22,7.68,0.01
14,4,6.775678980090469,160,2.07,146,43.22,3.38,0.122
60,5,26.3995716869072,239,2.27,179,23.6,7.58,0.01
121,4,29.436106278094844,327,4.11,206,20.56,10.02,0.013
25,3,15.248738124644431,134,1.64,109,34.75,3.14,0.142
44,8,48.381298122448115,328,0.91,284,1.62,175.31,0.0
130,6,45.92545749217589,343,2.83,213,4.07,52.33,0.002
47,7,37.496445595515766,283,1.25,236,12.5,18.88,0.002
74,5,29.002398294441317,267,2.55,193,21.0,9.19,0.009
150,5,44.148612184145826,282,3.4,132,5.85,22.56,0.008
23,3,10.879355472055831,169,2.11,146,39.12,3.73,0.137
52,7,40.57294074236982,213,1.28,161,9.43,17.07,0.003
19,3,10.616936628508174,146,1.79,127,39.38,3.22,0.148
71,7,40.739479814723246,289,1.74,218,9.26,23.54,0.002
15,7,17.409540571311062,196,0.86,181,32.59,5.55,0.005
49,7,44.469076145818505,197,1.1,148,5.53,26.76,0.003
9,9,47.481894222142905,186,0.19,177,2.52,70.24,0.001
30,1,11.695818623230203,151,2.57,121,38.3,3.16,0.322
45,6,25.820402227942708,255,1.74,210,24.18,8.68,0.006
99,6,49.14443201732083,261,2.01,162,0.86,188.37,0.003
100,4,26.753334618791598,299,3.74,199,23.25,8.56,0.015
0,10,43.85963851315453,259,0.0,259,6.14,42.18,0.0
65,6,31.492918495909393,301,2.06,236,18.51,12.75,0.004
59,5,21.889845856382085,283,2.7,224,28.11,7.97,0.01
31,2,17.86025999866416,120,1.74,89,32.14,2.77,0.221
15,6,14.145039098873927,174,1.06,159,35.85,4.44,0.026
8,9,39.28091861199638,247,0.2,239,10.72,22.29,0.001
65,5,22.394322807036254,304,2.9,239,27.61,8.66,0.009
128,2,28.0073957990338,252,4.57,124,21.99,5.64,0.223
61,6,27.154646600053187,328,2.25,267,22.85,11.68,0.004
110,5,30.977556315490904,373,3.55,263,19.02,13.83,0.006
41,8,43.95097155310485,306,0.93,265,6.05,43.8,0.001
84,7,49.13327046125432,339,1.71,255,0.87,293.1,0.001
114,3,23.341289385821764,308,4.88,194,26.66,7.28,0.094
64,7,42.238351494783636,258,1.52,194,7.76,25.0,0.002
108,5,39.40375075946229,288,2.74,180,10.6,16.98,0.006
139,4,30.808802815500798,360,4.51,221,19.19,11.52,0.011
35,8,48.02212146253699,259,0.73,224,1.98,113.13,0.001
33,1,14.021353198778126,141,2.35,108,35.98,3.0,0.317
27,3,9.916889463932964,170,2.72,143,40.08,3.57,0.187
36,8,43.428288512993994,271,0.83,235,6.57,35.77,0.001
56,5,24.761741748518673,239,2.26,183,25.24,7.25,0.01
16,9,43.11359843931772,346,0.37,330,6.89,47.9,0.0
14,9,45.18905923379367,288,0.31,274,4.81,56.96,0.0
21,2,7.810591712858215,150,2.69,129,42.19,3.06,0.281
187,4,44.75591433437273,268,4.18,81,5.24,15.46,0.016
90,3,25.174357491623997,234,3.58,144,24.83,5.8,0.103
100,3,27.96946200519045,227,3.58,127,22.03,5.76,0.106
36,7,33.19666299919446,243,1.08,207,16.8,12.32,0.003
72,7,46.6872173028539,293,1.54,221,3.31,66.77,0.001
21,1,5.860224249339382,175,3.58,154,44.14,3.49,0.606
36,7,26.45795607430177,304,1.36,268,23.54,11.38,0.002
54,6,35.94749190937523,220,1.5,166,14.05,11.81,0.005
131,4,37.52181309642028,279,3.49,148,12.48,11.86,0.012
82,5,36.163959419169856,238,2.27,156,13.84,11.27,0.008
18,4,11.049580823365483,157,1.63,139,38.95,3.57,0.091
36,3,18.472801476725657,150,1.95,114,31.53,3.62,0.131
47,5,21.142198643765607,233,2.22,186,28.86,6.44,0.015
78,7,41.199674345577726,318,1.89,240,8.8,27.27,0.001
36,3,17.544194258654887,160,2.05,124,32.46,3.82,0.126
32,2,14.481723374024142,149,2.21,117,35.52,3.29,0.217
13,9,48.085160856714324,273,0.27,260,1.91,136.13,0.0
7,6,5.3988478301061,172,1.3,165,44.6,3.7,0.045
67,7,49.90193850568902,271,1.34,204,0.1,2040.0,0.001
8,9,35.4569584485828,249,0.23,241,14.54,16.57,0.001
39,8,42.28111847521027,290,0.92,251,7.72,32.51,0.001
37,3,18.25787283557869,156,2.03,119,31.74,3.75,0.128
11,4,5.644187495017699,149,1.95,138,44.36,3.11,0.13
105,5,38.204128335268855,288,2.75,183,11.8,15.51,0.006
0,10,42.53650686503041,280,0.0,280,7.46,37.53,0.0
8,9,38.32142593790836,257,0.21,249,11.68,21.32,0.001
20,3,11.428262928537738,143,1.75,123,38.57,3.19,0.147
257,0,38.90425650156361,291,6.61,34,11.1,3.06,1.0
42,7,39.601525194843845,240,1.06,198,10.4,19.04,0.002
91,5,34.63432320515247,274,2.63,183,15.37,11.91,0.007
61,7,39.47521697580138,350,1.55,289,10.52,27.47,0.001
162,5,43.06646478549795,306,3.76,144,6.93,20.78,0.007
92,4,32.612185140685625,225,2.82,133,17.39,7.65,0.016
32,0,8.987212128635559,159,3.56,127,41.01,3.1,0.764
34,7,26.94325143502449,286,1.26,252,23.06,10.93,0.003
25,2,8.494220060222228,165,2.94,140,41.51,3.37,0.275
32,6,23.339436396459387,199,1.37,167,26.66,6.26,0.008
67,5,23.319792010653245,301,2.87,234,26.68,8.77,0.009
23,1,7.9704429863108714,145,2.89,122,42.03,2.9,0.384
96,3,20.69692402862657,298,4.64,202,29.3,6.89,0.101
21,3,9.994914445609169,134,2.1,113,40.01,2.82,0.197
68,7,41.370584450414995,277,1.64,209,8.63,24.22,0.002
0,10,47.645961168401186,253,0.0,253,2.35,107.66,0.0
22,1,8.254241386607237,130,2.67,108,41.75,2.59,0.608
16,9,47.98018432812656,341,0.33,325,2.02,160.89,0.0
18,8,28.515946970153532,259,0.63,241,21.48,11.22,0.002
59,2,18.480455507924326,202,3.19,143,31.52,4.54,0.194
21,2,8.458793387427358,141,2.48,120,41.54,2.89,0.277
107,3,27.528092063168803,245,3.89,138,22.47,6.14,0.103
39,8,40.75319950208369,288,0.96,249,9.25,26.92,0.001
90,4,36.818891477001415,194,2.44,104,13.18,7.89,0.016
22,0,7.260170515878819,136,3.03,114,42.74,2.67,0.745
11,5,8.280582591555659,133,1.33,122,41.72,2.92,0.082
33,6,23.12929771846867,208,1.43,175,26.87,6.51,0.007
20,5,18.288072232157447,135,1.09,115,31.71,3.63,0.05
17,5,15.457294537522152,133,1.1,116,34.54,3.36,0.058
33,4,17.645202450892114,173,1.87,140,32.35,4.33,0.07
0,10,41.156723448359806,300,0.0,300,8.84,33.94,0.0
13,9,46.81526241343342,274,0.28,261,3.18,82.08,0.0
96,4,23.22962125374049,330,4.13,234,26.77,8.74,0.016
13,9,45.77499509596237,267,0.28,254,4.23,60.05,0.001
29,4,19.46730655615469,140,1.49,111,30.53,3.64,0.08
79,4,26.43966438547062,237,2.99,158,23.56,6.71,0.037
40,1,15.171304901719987,157,2.64,117,34.83,3.36,0.309
91,5,33.821421897912984,281,2.69,190,16.18,11.74,0.007
41,8,49.0541501828664,305,0.84,264,0.95,277.89,0.001
67,6,32.15718932195204,304,2.08,237,17.84,13.28,0.004
49,4,21.101633785109698,199,2.32,150,28.9,5.19,0.057
35,7,34.151785069573776,234,1.02,199,15.85,12.56,0.003
23,3,10.53143053094244,172,2.18,149,39.47,3.78,0.138
94,6,44.989658611942936,247,2.09,153,5.01,30.54,0.004
91,4,27.638777785092635,263,3.29,172,22.36,7.69,0.019
36,7,25.220738391783893,319,1.43,283,24.78,11.42,0.002
25,8,31.363915480408362,327,0.8,302,18.64,16.2,0.001
8,9,33.11527382552311,268,0.24,260,16.88,15.4,0.001
21,2,8.229911280193086,145,2.55,124,41.77,2.97,0.276
61,6,35.71777495505311,251,1.71,190,14.28,13.31,0.005
30,2,15.886925614198832,130,1.89,100,34.11,2.93,0.22
102,5,37.12786846279654,288,2.75,186,12.87,14.45,0.006
42,8,42.01406574728885,312,1.0,270,7.99,33.79,0.001
77,7,41.178132839863416,311,1.87,234,8.82,26.53,0.002
70,4,29.86254353335501,187,2.34,117,20.14,5.81,0.044
123,3,28.407645153983804,273,4.33,150,21.59,6.95,0.087
16,4,11.429418260273527,135,1.4,119,38.57,3.09,0.102
100,5,39.8905767681411,262,2.51,162,10.11,16.02,0.007
30,2,17.213422120102145,120,1.74,90,32.79,2.74,0.224
92,4,27.351294026807594,267,3.36,175,22.65,7.73,0.019
41,3,17.79233418173825,174,2.3,133,32.21,4.13,0.122
17,4,11.022276334986191,152,1.54,135,38.98,3.46,0.092
54,6,33.330096360128145,236,1.62,182,16.67,10.92,0.005
29,0,7.444941567030672,176,3.9,147,42.56,3.45,0.759
116,5,38.689035535679,315,3.0,199,11.31,17.6,0.006
38,3,19.29140578675025,151,1.97,113,30.71,3.68,0.129
15,1,5.0060611852018395,150,3.0,135,44.99,3.0,0.382
99,4,28.000811265675342,281,3.54,182,22.0,8.27,0.016
16,3,7.108335883742141,142,2.25,126,42.89,2.94,0.199
30,2,17.427630101940476,120,1.72,90,32.57,2.76,0.22
67,6,36.81394193550723,267,1.82,200,13.19,15.16,0.004
18,2,7.821032972983964,127,2.3,109,42.18,2.58,0.289
15,9,42.77023215602011,313,0.35,298,7.23,41.22,0.0
17,0,5.17189651963624,150,3.29,133,44.83,2.97,0.735
25,4,16.1070741140856,148,1.55,123,33.89,3.63,0.084
10,9,38.34068252684322,291,0.26,281,11.66,24.1,0.001
25,5,19.232156737818805,153,1.3,128,30.77,4.16,0.043
13,6,9.58515746297061,169,1.36,156,40.41,3.86,0.041
111,3,21.210526346019254,332,5.23,221,28.79,7.68,0.092
40,3,17.16769788730365,175,2.33,135,32.83,4.11,0.125
32,8,42.92203559722497,238,0.75,206,7.08,29.1,0.001
50,3,19.10065629133144,192,2.62,142,30.9,4.6,0.114
12,9,40.501961229920326,249,0.3,237,9.5,24.95,0.001
35,8,45.13424651648306,263,0.78,228,4.87,46.82,0.001
18,8,24.52178388094383,312,0.73,294,25.48,11.54,0.002
32,8,45.94744147344764,235,0.7,203,4.05,50.12,0.001
51,6,21.97931242834368,342,2.32,291,28.02,10.39,0.005
86,6,48.38352874205487,226,1.78,140,1.62,86.42,0.004
25,1,9.018028603650782,138,2.77,113,40.98,2.76,0.598
86,6,35.915866992645924,349,2.39,263,14.08,18.68,0.003
144,2,27.22163182056179,285,5.29,141,22.78,6.19,0.238
12,8,22.444196245504116,214,0.53,202,27.56,7.33,0.003
22,8,33.472034543687045,277,0.66,255,16.53,15.43,0.001
43,7,36.67356912354491,264,1.17,221,13.33,16.58,0.002
11,3,5.196347134263909,141,2.12,130,44.8,2.9,0.193
31,2,12.512888993623942,166,2.48,135,37.49,3.6,0.214
8,9,37.08707227854434,247,0.22,239,12.91,18.51,0.001
110,4,34.98734361101929,251,3.14,141,15.01,9.39,0.014
36,8,48.47213773079047,271,0.74,235,1.53,153.59,0.001
9,9,39.24670056128524,257,0.23,248,10.75,23.07,0.001
89,7,47.784771847910214,363,1.86,274,2.22,123.42,0.001
8,9,36.61432256906632,258,0.22,250,13.39,18.67,0.001
18,5,18.412349388774942,122,0.98,104,31.59,3.29,0.056
30,1,9.741421501288542,153,3.08,123,40.26,3.06,0.601
72,7,40.1820738505221,294,1.79,222,9.82,22.61,0.002
69,6,33.986714966416216,297,2.03,228,16.01,14.24,0.004
16,3,7.1683705576983305,144,2.23,128,42.83,2.99,0.194
27,7,21.202270965544024,290,1.27,263,28.8,9.13,0.003
39,8,48.05599169679288,288,0.81,249,1.94,128.35,0.001
123,3,27.518051556959055,282,4.47,159,22.48,7.07,0.087
64,5,24.47281112088671,274,2.62,210,25.53,8.23,0.009
28,7,25.596482232168228,243,1.09,215,24.4,8.81,0.003
16,5,14.399722580232368,136,1.11,120,35.6,3.37,0.059
97,3,21.591822688915784,289,4.49,192,28.41,6.76,0.1
101,3,21.641596519422947,296,4.67,195,28.36,6.88,0.103
11,4,7.355975908436259,120,1.5,109,42.64,2.56,0.135
102,5,39.54054328330632,270,2.58,168,10.46,16.06,0.007
83,4,23.742699435674552,277,3.5,194,26.26,7.39,0.034
63,7,41.99809490673905,257,1.5,194,8.0,24.25,0.002
14,9,43.26566005039529,292,0.32,278,6.73,41.31,0.0
22,4,14.539732461439613,147,1.51,125,35.46,3.53,0.086
95,5,34.580906697655784,287,2.75,192,15.42,12.45,0.007
7,9,26.252681187334176,320,0.27,313,23.75,13.18,0.001
34,8,44.60705320646683,251,0.76,217,5.39,40.26,0.001
18,5,14.708330562940436,150,1.22,132,35.29,3.74,0.052
68,6,35.50159401395199,281,1.92,213,14.5,14.69,0.004
52,7,32.348845501372516,360,1.61,308,17.65,17.45,0.001
5,8,18.288566490732475,121,0.27,116,31.71,3.66,0.011
37,0,11.147040664302768,175,3.32,138,38.85,3.55,0.434
8,9,34.32378922147744,280,0.23,272,15.68,17.35,0.001
59,6,38.23688561595488,224,1.54,165,11.76,14.03,0.005
55,2,19.20323046935075,182,2.86,127,30.8,4.12,0.202
26,8,34.01746718100412,315,0.76,289,15.98,18.09,0.001
57,5,22.780890842517646,262,2.5,205,27.22,7.53,0.01
68,5,37.094309747717794,191,1.83,123,12.91,9.53,0.009
28,3,13.96468737023239,158,2.01,130,36.04,3.61,0.136
11,9,45.059675118627844,236,0.24,225,4.94,45.55,0.001
7,8,17.933431840951087,158,0.39,151,32.07,4.71,0.005
33,7,21.55036944902688,342,1.53,309,28.45,10.86,0.003
19,2,7.61413784361574,140,2.5,121,42.39,2.85,0.282
23,2,10.018049554457438,157,2.3,134,39.98,3.35,0.22
32,7,28.213785622054765,257,1.13,225,21.79,10.33,0.003
32,2,17.041670452758716,128,1.88,96,32.96,2.91,0.221
